source	target	search_result
A dor desses massacrados é a nossa dor!	The pain of those massacred is our pain!	(…) Quem nos ataca se esquece que somos homens, e acima de tudo, homens de valor (e armados!).
A terra onde se localizava a ocupação Pinheirinho continua vazia.	The land where Pinheirinho used to be remains empty.	Terra sem lei para os detentores de dinheiro e poder.
O especulador de origem libanesa Naji Nahas, que se declara dono da terra, não a usou para nada até o momento.	The Lebanese-born speculator Naji Nahas [pt], who owns the land, has not used it for anything.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
O prefeito recém-eleito da cidade de São José dos Campos, Carlinhos Almeida, do Partido dos TRabalhadores (PT) - mesmo partido da presidente Dilma Rousseff - falhou até o momento em apresentar um plano para a terra e para aqueles que de lá foram expulsos pelo governo anterior, do oposicionista PSDB.	The recently elected mayor of São José dos Campos, Carlinhos Almeida, of the Workers Party - same party to which President Dilma Rousseff belongs - has failed to present a plan for the land or for those evicted by the previous government of the opposition Party of the Brazilian Social Democracy.	O governo, não obstante ter um orçamento aprovado pela assembleia nacional, ignorou pura e simplesmente as alterações aprovadas pelo plenário da assembleia nacional e executou um orçamento completamente à margem das dotações orçamentais, facto que refletiu de imediato na falta de medicamentos nos hospitais, bem como no desprezo total do governo para com os necessitados.
Ao mesmo tempo, o governo federal também falhou em encontrar uma solução para as 6-9 mil famílias que perderam tudo.	At the same time, the federal government has also failed to find a solution for 6,000 to 9,000 people who lost everything.	O governo, não obstante ter um orçamento aprovado pela assembleia nacional, ignorou pura e simplesmente as alterações aprovadas pelo plenário da assembleia nacional e executou um orçamento completamente à margem das dotações orçamentais, facto que refletiu de imediato na falta de medicamentos nos hospitais, bem como no desprezo total do governo para com os necessitados.
O usuário do Youtube Fabiano Amorim postou um documentário onde inclui entrevistas com as vítimas da desocupação violenta do Pinheirinho:	YouTube user Fabiano Amorim posted a documentary which includes interviews with victims of the Pinheirinho eviction:	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
E um documentário chamado “Pinheirinho: One year later” está sendo gravado com recursos conseguidos via Catarse, aum site de crowdfunding.	A documentary titled “Pinheirinho: One year later” is being recorded after a fundraising effort via Catarse, a crowdfunding website.	Foto do perfil @PinheirinhoSJC.
O jornalista Felipe Milanez, especializado em questões indígenas, escreveu:	Journalist Felipe Milanez, specializing in indigenous matters, wrote [pt]:	O jornalismo está abandonando, aos poucos, por motivos inconfessáveis, a valorização das personagens como elemento de narrativa.
O território xavante, chamado Marãiwatséde, está no centro de um eixo de escoamento de soja e gado, onde o governo federal quer asfalta a BR-158.	The Xavante territory, called Marãiwatséde, is in the middle of a trade route for soy and cattle, where the federal government wants to pave the BR-158.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Carro x Bicicleta II: Políticas de mobilidade urbana em Salvador	Critical Mass: Cycling Through Brazil's Salvador City	É um pequeno passo na dramaturgia, mas um grande passo na sociedade
Procurando desvendar a rota das Bicicletadas brasileiras, fomos conversar com dois dos mobilizadores da Bicicletada Massa Crítica de Salvador da Bahia, Roque Júnior e Rosa Ribeiro.	In our attempt to discover the route of Brazilian Critical Masses, we spoke with two organizers of the Salvador Critical Mass [pt] (also known as “Bicicletada”), Roque Júnior and Rosa Ribeiro.	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.
Eis a segunda parte da entrevista, em que ficamos a conhecer um pouco mais das políticas por trás da mobilidade urbana naquela cidade.	Below, you find the second part of the interview, in which we get to know a little more about the city's policies of urban mobility.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
GV: Como anda esse diálogo entre o lobby empresarial e o lobby do cidadão - o que também é chamado de ativismo - nessa questão de mobilidade urbana:	GV: How does the dialogue between the business lobby and citizen lobby - which is also called activism - take place in regards to urban mobility?	debater temas relacionados ao direito à comunicação, a produção de conteúdo pela população, ao protagonismo da sociedade no processo comunicacional e a todos os elementos que compõem a mídia cidadã.
RR: Dentro da municipalidade de Salvador, a gente tem até alguns vereadores com alguma simpatia e a gente conseguiu aprovar, há um ou dois anos atrás, a lei de mobilidade por bicicleta em Salvador.	RR: In the municipality of Salvador, we do find some councilors/representatives with sympathy towards the cause and we've succeeded to have approved, one or two years ago, the law of bicycle mobility in Salvador.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Mas, por mais que exista essa simpatia essas coisas não saem do papel.	However, even though there is some sort of sympathy towards the idea, things rarely go beyond a piece of paper [pt].	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
(…) No âmbito do executivo, a gente tem o Cidade Bicicleta, que foi o programa que desenvolveu - e chegou a um estudo até bastante detalhado para - um sistema de mobilidade cicloviária para Salvador.	(…) At the executive level, there was the “Cidade Bicicleta” (Bicycle City program) [pt], which developed (and even produced a detailed study) of a system of cycling mobility for the city of Salvador.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Cidade Bicicleta - Mobilidade Para Todos.	Cidade Bicicleta - Mobility for Everyone.	Av. Paulista - São Paulo - Brasil.
Imagem de SecultBA, Secretaria de Cultura do Estado da Bahia no Flickr (CC BY-NC-SA 2.0)	Image by SecultBA, Secretariat of Culture of the state of Bahia, on Flickr (CC BY-NC-SA 2.0)	Photo by Programa de Aceleração do Crescimento PAC on Flickr (CC BY-NC-SA 2.0)
Ele sai dessa ideia de ter a bicicleta como lazer e das ciclovias restritas às áreas da orla ou parques e passa, pelo menos em projeto, [a articular] a interligação de bairros, indo desde as periferias até o centro da cidade.	[The study] abandons the idea that bicycles are meant for leisure, and that bike lanes should be strictly located along the seashore, and moves ahead - at least in the project - to articulate connections among neighborhoods, from the suburbs to the downtown area.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Você só pode pensar na bicicleta como meio de transporte se você de fato pensa em um sistema que possa dar uma coerência para esse deslocamento.	One can only consider bicycles as a means of transportation if one can actually see a system which coherently offers this kind of movement.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
