source	target	search_result
Einen Kanal auswählen. Wenn Sie den Eingang auf etwas anderes als„ Tuner“ oder„ Fernsehen“ stellen, können Sie nicht den Kanal verändern.	"Select a channel. If you set Input to be something other than ""Tuner"" or ""Television"", you cannot change the channel."	Modify Channel: with this combo box you can select the specific channel to be modified by the tool:
Phonon GStreamer Backend	Phonon GStreamer Backend	Phonon GStreamer
PulseAudio ist ein Soundserver für POSIX- und Win32-Systeme. Grundsätzlich ist ein Soundserver ein Proxyserver für Soundanwendungen. Er erschließt Ihnen erweiterte Anwendungsmöglichkeiten für Ihre Sounddaten, wenn diese zwischen der Soft- und Hardware übertragen werden. Dinge wie das Übertragen von Ton zu einem anderen Gerät, das Ändern des Sample-Formats oder der Anzahl der Kanäle und das Mischen von verschiedenen Soundquellen in eine können von einem Soundserver leicht bewältigt werden.	PulseAudio is a sound server for POSIX and Win32 systems. A sound server is basically a proxy for your sound applications. It allows you to do advanced operations on your sound data as it passes between your application and your hardware. Things like transferring the audio to a different machine, changing the sample format or channel count and mixing several sounds into one are easily achieved using a sound server.	An application that allows you to change the volume of your sound card, and it supports several sound drivers. Each mixer device is represented by a volume slider, and you have basic options such as to mute that particular mixer device.
TODO: Informationen zu Pulseaudio hinzufügen	TODO: add pulseaudio info!	& TODO;
Christian AltEMAIL OF TRANSLATORS	Your names	_: EMAIL OF TRANSLATORS Your emails
christian-alt@gmx.net	Your emails	Christian Weickhmann christian. weickhmann@gmx. de
Anwendung zum Konfigurieren des NMM-Backends	Config Application for the nmm backend	Network Management Backend
Testprogramm	Testprogram	Test Script
Bernhard Fuchshumer	Bernhard Fuchshumer	Matthias Fuchs
NMM-Konfiguration	NMM Configuration	NMM
Hosts bearbeiten	Edit Hosts	Hosts
Netzwerkname:	Network name:	Network name
Copyright (c) 2009 Keith Rusler	Copyright (c) 2009 Keith Rusler	Copyright (c) 2009 Stefanos Harhalakis
Keith Rusler	Keith Rusler	Keith Isdale
Server-Addresse	Server address:	IP-Address
Spitznamen	Nicknames	Spuzzum
Modi	Modes	Mod
Identitäten:	Identities:	Identity:
Liste speichern...	Save	Save List...
AbwesendNick, followed by away message	[Away] %1	Predefined Away Messages
Nick, followed by a message	[Notice] %1: %2	Someone wrote your nick in a message
Nickname (message)	& lt-- %1 (%2) has left %3	Nickname
Nick, info	[WhoIs: %1] is currently on channels: %2	& Nick:
channel	[WhoWas: %1] is %2@%3 (%4)	Channel
channel (kick message)	*** You have kicked yourself from %1	Channel Password
channel, nickname	*** You have kicked yourself from %1 (%2)	Channel Name
channel, nickname (kick message)	*** You have been kicked from %1 by %2	Network/ Nickname/ Channel
nickname, channel	*** You have been kicked from %1 by %2 (%3)	Channel Name
nickname, channel (kick message)	*** You have kicked %1 from %2	Network/ Nickname/ Channel
nickname, nickname, channel	*** You have kicked %1 from %2 (%3)	Network/ Nickname/ Channel
nickname, nickname, channel (kick message)	*** %1 has kicked %2 from %3	Network/ Nickname/ Channel
Nachricht beim Beenden:	Quit message:	Messaging:
Neue Nachricht:	Version Message:	New yield:
Month	November	Month
SuchenMonth	March	View Month
SSL verwenden	Use SSL	& Use SSL
Autoidentifikation	Auto Identify	Identification
Spitzname bei Abwesenheit:	Away nickname:	& Name cache timeout:
Abwesenheitsnachrichten	Away Messages	Message Ignore Thread
Nachricht beim Verlassen:	Part message:	Away Message:
Netzwerk löschen	Delete Network	delete dialup network
Standard:	Default:	Normal:
Neue Daten:	New Data:	New yield:
Servernachrichten	Server Messages	Server Info
Farbe 0:	Color 0:	Runlevel 0:
Farbe 3:	Color 3:	Runlevel 3:
Farbe 4:	Color 4:	Runlevel 4:
Farbe 5:	Color 5:	Runlevel 5:
Farbe 6:	Color 6:	Runlevel 6:
Farbe 7:	Color 7:	Level & 7:
Farbe 8:	Color 8:	Color 8
Farbe 9:	Color 9:	Function & 9:
Farbe 10:	Color 10:	Function 10:
Farbe 11:	Color 11:	11:
Farbe 12:	Color 12:	12:
Farbe 13:	Color 13:	13:
Farbe 14:	Color 14:	14:
Farbe 15:	Color 15:	15:
Netzwerke	Networks	Network
Spitznamenvervollständigung	Nick completion prefix:	Nickname Completion
& Aki	& Aki	Aki Browser
Gewünschter Anwesenheitsstatus	Intended Presence	Status:
Aktueller Anwesenheitsstatus	Current Presence	Current status
Neu verbinden	Reconnect	& New Connection
Benötigte Parameter sind leer.	Required parameter(s) is/ are empty.	Empty parameters.
Decibel-Kontenverwaltung	Decibel Account Management	Debian Control
(C) 2007 basysKom GmbH	(C) 2007 basysKom GmbH	(c) 2007 Cyrille Berger
Tobias Hunger	Tobias Hunger	Tobias Ussing
Lars Lischke	Lars Lischke	Lars Doelle
Hinzufügen/Bearbeiten-Dialog	Add/ Modify dialog author	Add/ Edit Share
Kommunikationskonten verwalten	Manage communication accounts	Communication controller
miniGUI	miniGUI	MinShowUID
Einfache VoIP/CTI-Anwendung	A minimalistic VoIP/ CTI application	Simplest-Image-Hosting. net
(c) 2007, basysKom GmbH	(c) 2007, basysKom GmbH	(c) 2007, Alexander Dymo
Frederik Schwarzer EMAIL OF TRANSLATORS	Your names	& Frederik. Schwarzer. mail;
Liste aller Konten	List of all accounts	List All Links
p, li {white-space: pre-wrap;} Hier sehen Sie eine Liste aller Konten.	p, li {white-space: pre-wrap;} Here you get a list of all accounts.	p, li {white-space: pre-wrap;}
Neues Konto erstellen	Create a new account	Create New Account
Drücken Sie diesen Knopf, um ein neues Konto zu erstellen	To create a new account press this button	Create New Account
Kontoeinstellungen bearbeiten	Change account settings	Configure Account
Einstellungen des ausgewählten Kontos bearbeiten	Change the settings of the selected account.	Modify the selected account
Ausgewähltes Konto entfernen	Delete the selected account	Remove the selected account
Protokoll wählen	Choose protocol	Choose Log File
Hier müssen Sie ein unterstütztes Protokoll auswählen.	Here you have to select a supported protocol.	Supported Protocols
Protocoll:	Protocol:	Protocol:
Anzeigenamen eingeben	Enter a display name	Enter New Name
Hier können Sie einen Namen eingeben, der angezeigt wird.	Here you can enter a name which will displayed.	INSERT YOUR NAME HERE
Anzeigename:	Display name:	Name:
Liste der Parameter	List of parameters	Parameters
p, li {white-space: pre-wrap;} Hier sehen Sie eine Liste aller unterstützen Parameter. Sie müssen alle benötigten Parameter angeben.	p, li {white-space: pre-wrap;} Here you get a list of all supported parameters. You have to enter all required parameters.	p, li {white-space: pre-wrap;} Help
Auflegen	Hang Up	up
AkiName	Aki	Aki Browser
IRC-ProgrammComment	IRC Client	Reply From IRC Server
Aki-ModulName	Aki Plugin	Aki Browser
AktivierungDescription	Wake up	Activation:
ATMOSphere Netzwerk-MonitorComment	ATMOSphere network monitor	Network - A Workstation Monitor
ATMOSphere KontrollzentrumKeywords	ATMOSphere Control Center Module	Tools Kommander CheckBox
kcmatmosphere,atmosphereName	kcmatmosphere, atmosphere	kcmweather
ATMOSphere-EinstellungenComment	ATMOSphere Settings	Settings Demo At Start
ATMOSphere-BoxComment	ATMOSphere box	Box Galaxies
NetzwerkeinstellungenComment	Network Settings	Settings Network Configuration...
Ping erfolgreichName	Guidedog	PingInterval
Bandbreiten-MonitorComment	Bandwidth Monitor	Monitor Gamma
Zeigt die aktuelle NetzwerkauslastungName	Shows the current network usage	Network name
Kdebluetooth4GenericName	kbluetooth	Kdebase 4.0
KDE BluetoothComment	KDE Bluetooth	A KDE Blogging Client
KCallName	KCall	QName
Eingehender AnrufName	Incoming Call	Entry Name
GeräteName	Devices	Device Name
KDevmonGenericName	KDevmon	KDevQuantaCore
GenericNetzwerk AnalyseprogrammName	Network traffic applet	reportview; KDE Generic Options Qt Generic Options
KepasName	Kepas	Kilopascals kPa
Lokales NetzwerkComment	Local Network	Local Network Chat
Eleganter Netzwerk-ManagerComment	Smart Network Manager	Network Management Backend
Wählt das beste Netzwerk aus und verbindet sich umgehend mit diesemName	Choses best network and connect to it seemlessly	Network/ Nickname/ Channel
KNetDComment	KNetD	KInetD
KDE eleganter Netzwerk-VerbindungsmanagerName	KDE Smart Network Connection Manager	KDE network manager
Netzwerkeinstellungen bearbeitenName	Network Settings Configuration	Network settings
Bandbreiten-MonitorName	eBay Monitor	Bandwidth Scheduler
KonsumeName	Konsume	Vendor's Name
JavaScriptComment	JavaScript	JavaScript
JavaScript-Bindungen hinzufügenComment	Add JavaScript bindings	Element Add Add Bracket
Fügt JavaScript-Bindungen hinzu	Adds JavaScript bindings	& JavaScript
Automatisch Abwesend ohne Bewegung	Motion Auto-Away	Automatic Away
Setzt„ Abwesend“ -Status wenn keine Bewegung in der Nähe des Computers festgestellt wirdComment	Sets away status when not detecting movement near the computer	Wir [besitzen einen] Computer
Setzt Ihren Status gemäß den Terminen in Ihrem KalenderName	Set your status according to appointments in your calendar	Set your status
PIM-PräsenzName	PIM Presence	PIM
SUSE SMPPPD-VerbindungsstatusComment	SUSE SMPPPD Connection Status	SuSE/ OpenSUSE
SMPPPDCS-ModulName	SMPPPDCS Plugin	Platform Specific Configuration Module
SUSE smpppd-aktivierter Verbindungsstatus (SMPPPD)Comment	SUSE smpppd-enabled Connection Status (SMPPPD)	SUSE & Linux; OpenExchange Server
Verbindet oder trennt Kopete automatisch, abhängig davon ob eine Internetverbindung vorhanden istName	Connects/ disconnects Kopete automatically depending on availability of Internet connection	Website: http: / /kopete. kde. org
TelepathyComment	Telepathy	Template Comment
KSnifferGenericName	KSniffer	KEditFileType
Netzwerk-AnalyseprogrammComment	Network Analyzer	Network Analyzer
Eine KDE Sniffer-Anwendung für Ihr NetzwerkName	A KDE application for sniffing your network	KDE Network Monitor
SSHComment	SSH	ssh
Grafische Oberfläche für verschiedene VPN-ClientsName	GUI for various VPN clients	VPN Plugin Name
KVpncName	KVpnc	kvpnc
VPN Client-GUIName	VPN Client GUI	VPN Plugin Name
VPncComment	VPnc	VPNC Plugin
Verbindung aufgebautComment	Connection established	Embedded Konsole
Die Verbindung wurde soeben aufgebautName	The connection has now established	Connection established to
Verbindung beendetComment	Connection finished	Connection Lost.
Die Verbindung wurde soeben beendetName	The connection has now finished	Connection was closed.
Verbindung abgebrochenName	Connection lost	Connection Lost
Ping erfolgreichComment	Ping sucess	Comment=Debian Package
Ping war erfolgreichName	Ping was successful	& Ping
Ping fehlgeschlagenComment	Ping failed	Kŭ mgangsan Kwangwang Chigu
Ping war nicht erfolgreichComment	The ping was not sucessful	No GnuPG Audit Log
Cisco VPN-ProfilComment	Cisco VPN profile	Cisco VPN
OpenVPN-ProfildateiName	OpenVPN profile file	OpenPGP-Sign File
rekonqGenericName	rekonq	rekonq
WebKit-basierter Webbrowser für KDEName	Webkit KDE Browser	KDE File Manager & Web Browser
SafraGenericName	Safra	commonName
Smb4KComment	Smb4K	$smb4k &
Netzwerkeinstellungen bearbeitenComment	Network awareness using / sys information	Settings Network Configuration...
NetzwerkeinstellungenGenericName	Network Watcher	Settings Network Configuration...
Netzwerk-AnalyseprogrammName	Statistics	Network Analyzer
(c) 2008 Simon Edwards	(c) 2008 Simon Edwards	(C) 2008 Ian Wadham
Das Skript lässt sich nicht zum Lesen öffnen.	Unable to open the script for reading.	Cannot Open Resource For Reading
(c) 2001-2008 Simon Edwards	(c) 2001-2008 Simon Edwards	Simon Edwards simon@simonzone. com
Routing aktivieren	Enable routing	Activating
Neue Adresse	New Address	New Message
Adresse löschen	Delete Address	Delete Edit Remove
Regel löschen	Delete rule	Remove rule
TCP	TCP	TCP Port
UDP	UDP	RDP
Bluetooth-Geräteverwaltung	Setup Bluetooth Devices	Bluetooth Management Backend
KBluetooth4	KBluetooth	KDevelop 4
Tom Patzig	Tom Patzig	Tom Burdick
Bluetooth-Adapter	Switch Bluetooth Adapter?	Bluetooth
MAC-Adresse:	MAC Address:	MAC & address:
Adapter-Name:	Adapter Name:	AC Adapter:
versteckt	hidden	hidden
sichtbar	discoverable	visible
Dauer der Sichtbarkeit:	Discoverable Timeout:	Hint Visibility Time:
keins	none	none
Jan HolthuisEMAIL OF TRANSLATORS	Your names	_: EMAIL OF TRANSLATORS Your emails
holthuis.jan@googlemail.com	Your emails	J Hall jes. hall@kdemail. net
Das folgende Bluetooth-Gerät versucht, lokale Bluetooth-Dienste zu verwenden.	The following Bluetooth device attempts to use local Bluetooth services.	Bluetooth
Um die Paarung ihres Bluetooth-Geräts abzuschließen, müssen Sie eine PIN wählen und diese auf dem Gerät eingeben.	In order to complete the Pairing to your Bluetooth device you have to choose a PIN and re-enter that on your device.	Enter a password below. Enter the same password on the device to which you are trying to connect.
Wählen Sie Ihr Gerät	Select your Device	Please select a device.
Bildschirm entsperren, wenn das Gerät wieder erscheint	Unlock Screen when device appears again	& Restart Computer
* stellen Sie sicher, dass Bluetooth auf dem Gerät eingeschaltet ist	* Make sure bluetooth is enabled on the device	# List bluetooth default adapter/ interface
* stellen Sie sicher, dass das Bluetooth-Gerät sichtbar ist	* Make sure the device is in discoverable mode	# List bluetooth adapters/ interfaces
* wiederholen Sie die Suche	* Search again	*
Nicht mehr vertrauen	Remove Trust	Do NOT Trust
Paaren	Pair	Pairs
KBlueLock	KBlueLock	KLock
Zwischenablage-Text	Clipboard Text	mergetag text
Geräteverwaltung	Device Manager	Devices Device Manager
Obex-Server	Obex server	Openexchange Server
Kein Bluetooth-Adapter	No Bluetooth Adapter	No Database Connection
Wählen Sie ein Gerät aus, um die Datenübertragung zu starten.	Selecting a device starts the file transfer.	You must select a device.
Wählen Sie ein Gerät aus, um KBlueLock zu aktivieren (eine Sprechblase erscheint, wenn das Zielgerät gefunden wurde und KBlueLock bereit ist). Wenn das Gerät verschwindet, wird der Bildschirm gesperrt.	Selecting a device enables KBlueLock (a balloon message will pop up from the tray when your target device is found and KBlueLock is ready). If the device disappears, your screen will be locked.	Check this box to activate the & ktts; system. This starts the & kde; TTS Daemon (KTTSD). If KTTSD starts successfully, the Jobs tab will appear. Once KTTSD has been started, you can begin creating and speaking text jobs. See. Unchecking will stop KTTSD and deactivate the & kde; TTS system.
Dieser Assistent wird Ihnen dabei helfen, ihre Bluetooth-Geräte einzurichten.	This wizard will help to setup your Bluetooth devices.	Bluetooth
Bitte wählen Sie Ihr Bluetooth-Gerät.	Please wait, until the connection to your Bluetooth Device is done...	Please select a device.
Falls ihr Gerät sich nicht in der Liste befindet:	If your Device is not in the List:	Device:
Verbindung zu diesem Bluetooth-Gerät wird hergestellt	Connection will be established to this Bluetooth device	Bluetooth
Das Bluetooth-Gerät wird auf Eingabe-Fähigkeiten getestet...	Checking your Bluetooth Device for input capabilities...	Testing,...
Ihr Gerät wurde korrekt eingerichtet und sollte nun funktionieren.	Your Device is setup properly and should work now.	System configured properly
Geräte-Klasse: %1	Device class: %1	Device Name: %1
Ihr Bluetooth-Gerät unterstützt den Eingabedienst nicht.	Sorry your Bluetooth Device does not support input Service.	Unable to Initialize Input/ Output Device
kdevmon	kdevmon	katimon
(C) 2005, das KDevmon-Team	(C) 2005, the KDevmon team	(C) 2005 Carsten Niehaus
http://kde.org /	http: / /kde. org/	http: / /kde-apps. org
Ursprünglicher Entwickler und Betreuer	Old Developer and maintainer	Original Developer/ Maintainer
Christoph Thielecke	Christoph Thielecke	Thomas Moenicke
Netzwerkgerät	Network device	Wireless Network Device
